,datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,month,year,day
1080,2016-12-17,5.99,2.66,4.15,59.95,10.0,0.0,6.0,1.0,2016,12,276,Saturday,2016-12,2016,2016-12-17
1081,2016-12-18,1.67,5.02,4.2,60.7,13.0,0.0,5.0,1.0,2016,12,276,Sunday,2016-12,2016,2016-12-18
1082,2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,276,Monday,2016-12,2016,2016-12-19
1083,2016-12-20,6.33,3.66,4.0,46.0,12.0,2.0,1.0,0.0,2016,12,276,Tuesday,2016-12,2016,2016-12-20
1084,2016-12-21,1.34,2.812,0.25,37.0,5.0,0.0,6.0,2.5,2016,12,276,Wednesday,2016-12,2016,2016-12-21
1085,2016-12-22,4.34,4.165,3.8,38.4,1.0,0.0,5.0,0.0,2016,12,276,Thursday,2016-12,2016,2016-12-22
1086,2016-12-23,5.33,4.67,1.15,32.0,6.0,0.0,8.0,2.0,2016,12,276,Friday,2016-12,2016,2016-12-23
1087,2016-12-24,6.33,6.7,4.2,82.0,4.0,1.0,2.0,1.0,2016,12,276,Saturday,2016-12,2016,2016-12-24
1088,2016-12-25,2.33,7.627,5.7,79.8,0.0,0.0,9.0,1.0,2016,12,276,Sunday,2016-12,2016,2016-12-25
1089,2016-12-26,10.33,4.66,2.0,58.924,6.0,0.0,2.0,2.0,2016,12,276,Monday,2016-12,2016,2016-12-26
1090,2016-12-27,6.0,5.0,0.416666667,54.2,8.0,2.0,13.0,0.0,2016,12,276,Tuesday,2016-12,2016,2016-12-27
1091,2016-12-28,4.34,6.33,6.45,57.2,7.0,0.0,13.0,0.0,2016,12,276,Wednesday,2016-12,2016,2016-12-28
1092,2016-12-29,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0,2016,12,276,Thursday,2016-12,2016,2016-12-29
1093,2016-12-30,5.66,8.99,7.3,161.0,13.0,0.0,3.0,0.0,2016,12,276,Friday,2016-12,2016,2016-12-30
1094,2016-12-31,8.33,7.759,7.45,108.7,7.0,0.0,12.0,0.0,2016,12,276,Saturday,2016-12,2016,2016-12-31
1095,2017-01-01,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,2017,1,276,Sunday,2017-01,2017,2017-01-01
1096,2017-01-02,0.2125,0.6375,0.625,32.0,0.0,0.625,3.125,3.125,2017,1,276,Monday,2017-01,2017,2017-01-02
1097,2017-01-03,6.25,5.83125,4.625,66.8125,8.75,0.0,7.03125,1.875,2017,1,276,Tuesday,2017-01,2017,2017-01-03
1098,2017-01-04,6.804166667,5.970833333,6.416666667,56.76666667,10.0,1.25,5.0,2.916666667,2017,1,276,Wednesday,2017-01,2017,2017-01-04
1099,2017-01-05,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0.0,11.25,2.5,2017,1,276,Thursday,2017-01,2017,2017-01-05
1100,2017-01-06,4.583333333,3.05,5.625,65.5625,10.83333333,0.0,15.41666667,2.5,2017,1,276,Friday,2017-01,2017,2017-01-06
1101,2017-01-07,2.916666667,5.154166667,5.958333333,34.625,8.75,0.0,2.5,0.0,2017,1,276,Saturday,2017-01,2017,2017-01-07
1102,2017-01-08,5.416666667,1.859583333,5.083333333,25.375,10.0,2.083333333,3.333333333,1.666666667,2017,1,276,Sunday,2017-01,2017,2017-01-08
1103,2017-01-09,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,2017,1,276,Monday,2017-01,2017,2017-01-09
1104,2017-01-10,6.3875,4.73875,13.29166667,54.25,25.0,1.666666667,7.5,0.833333333,2017,1,276,Tuesday,2017-01,2017,2017-01-10
1105,2017-01-11,9.308333333,5.501666667,9.166666667,51.04166667,20.0,1.25,1.666666667,2.916666667,2017,1,276,Wednesday,2017-01,2017,2017-01-11
1106,2017-01-12,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,2017,1,276,Thursday,2017-01,2017,2017-01-12
1107,2017-01-13,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0.0,3.333333333,1.333333333,2017,1,276,Friday,2017-01,2017,2017-01-13
1108,2017-01-14,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,2017,1,276,Saturday,2017-01,2017,2017-01-14
1109,2017-01-15,8.05,6.525,9.083333333,38.79166667,15.41666667,0.0,7.5,1.25,2017,1,276,Sunday,2017-01,2017,2017-01-15
1110,2017-01-16,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,2017,1,276,Monday,2017-01,2017,2017-01-16
1111,2017-01-17,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,2017,1,276,Tuesday,2017-01,2017,2017-01-17
1112,2017-01-18,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,2017,1,276,Wednesday,2017-01,2017,2017-01-18
1113,2017-01-19,5.0,5.7,7.833333333,37.75,15.83333333,0.0,2.5,3.333333333,2017,1,276,Thursday,2017-01,2017,2017-01-19
1114,2017-01-20,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,1,276,Friday,2017-01,2017,2017-01-20
1115,2017-01-21,5.695833333,2.4,4.583333333,50.20833333,15.0,2.083333333,4.583333333,2.916666667,2017,1,276,Saturday,2017-01,2017,2017-01-21
1116,2017-01-22,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,2017,1,276,Sunday,2017-01,2017,2017-01-22
1117,2017-01-23,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,2017,1,276,Monday,2017-01,2017,2017-01-23
1118,2017-01-24,6.1125,5.770833333,10.95833333,40.08333333,11.25,0.0,10.0,2.916666667,2017,1,276,Tuesday,2017-01,2017,2017-01-24
1119,2017-01-25,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,2017,1,276,Wednesday,2017-01,2017,2017-01-25
1120,2017-01-26,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0.0,2017,1,276,Thursday,2017-01,2017,2017-01-26
1121,2017-01-27,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,2017,1,276,Friday,2017-01,2017,2017-01-27
1122,2017-01-28,5.970833333,6.1125,2.25,32.08333333,9.166666667,0.0,1.666666667,1.25,2017,1,276,Saturday,2017-01,2017,2017-01-28
1123,2017-01-29,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,2017,1,276,Sunday,2017-01,2017,2017-01-29
1124,2017-01-30,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,1,276,Monday,2017-01,2017,2017-01-30
1125,2017-01-31,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,2017,1,276,Tuesday,2017-01,2017,2017-01-31
1126,2017-02-01,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,2017,2,276,Wednesday,2017-02,2017,2017-02-01
1127,2017-02-02,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,2017,2,276,Thursday,2017-02,2017,2017-02-02
1128,2017-02-03,7.6375,6.255416667,9.0,42.90083333,15.83333333,2.5,7.083333333,0.833333333,2017,2,276,Friday,2017-02,2017,2017-02-03
1129,2017-02-04,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,2017,2,276,Saturday,2017-02,2017,2017-02-04
1130,2017-02-05,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1,2017,2,276,Sunday,2017-02,2017,2017-02-05
1131,2017-02-06,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0,2017,2,276,Monday,2017-02,2017,2017-02-06
1132,2017-02-07,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0,2017,2,276,Tuesday,2017-02,2017,2017-02-07
1133,2017-02-08,11.0,1.67,4.0,36.0,7.0,0.0,10.0,2.0,2017,2,276,Wednesday,2017-02,2017,2017-02-08
1134,2017-02-09,3.9825,1.76,4.0,20.4,6.0,0.0,0.0,1.0,2017,2,276,Thursday,2017-02,2017,2017-02-09
1135,2017-02-10,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0,2017,2,276,Friday,2017-02,2017,2017-02-10
1136,2017-02-11,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0,2017,2,276,Saturday,2017-02,2017,2017-02-11
1137,2017-02-12,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0,2017,2,276,Sunday,2017-02,2017,2017-02-12
1138,2017-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,276,Monday,2017-02,2017,2017-02-13
1139,2017-02-14,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0,2017,2,276,Tuesday,2017-02,2017,2017-02-14
1140,2017-02-15,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0,2017,2,276,Wednesday,2017-02,2017,2017-02-15
1141,2017-02-16,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0,2017,2,276,Thursday,2017-02,2017,2017-02-16
1142,2017-02-17,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2,2017,2,276,Friday,2017-02,2017,2017-02-17
1143,2017-02-18,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1,2017,2,276,Saturday,2017-02,2017,2017-02-18
1144,2017-02-19,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0,2017,2,276,Sunday,2017-02,2017,2017-02-19
1145,2017-02-20,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0,2017,2,276,Monday,2017-02,2017,2017-02-20
1146,2017-02-21,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0,2017,2,276,Tuesday,2017-02,2017,2017-02-21
1147,2017-02-22,3.67,2.429,7.2,21.1,9.0,0.0,5.0,0.0,2017,2,276,Wednesday,2017-02,2017,2017-02-22
1148,2017-02-23,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0,2017,2,276,Thursday,2017-02,2017,2017-02-23
1149,2017-02-24,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0,2017,2,276,Friday,2017-02,2017,2017-02-24
1150,2017-02-25,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0,2017,2,276,Saturday,2017-02,2017,2017-02-25
1151,2017-02-26,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2,2017,2,276,Sunday,2017-02,2017,2017-02-26
1152,2017-02-27,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0,2017,2,276,Monday,2017-02,2017,2017-02-27
1153,2017-02-28,5.34,5.02,7.5,26.4,9.0,2.0,18.0,0.0,2017,2,276,Tuesday,2017-02,2017,2017-02-28
1154,2017-03-01,4.0,4.66,5.0,15.1,17.0,0.0,5.0,2.0,2017,3,276,Wednesday,2017-03,2017,2017-03-01
1155,2017-03-02,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0,2017,3,276,Thursday,2017-03,2017,2017-03-02
1156,2017-03-03,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0,2017,3,276,Friday,2017-03,2017,2017-03-03
1157,2017-03-04,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5,2017,3,276,Saturday,2017-03,2017,2017-03-04
1158,2017-03-05,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0,2017,3,276,Sunday,2017-03,2017,2017-03-05
1159,2017-03-06,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0,2017,3,276,Monday,2017-03,2017,2017-03-06
1160,2017-03-07,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0,2017,3,276,Tuesday,2017-03,2017,2017-03-07
1161,2017-03-08,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0,2017,3,276,Wednesday,2017-03,2017,2017-03-08
1162,2017-03-09,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5,2017,3,276,Thursday,2017-03,2017,2017-03-09
1163,2017-03-10,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0,2017,3,276,Friday,2017-03,2017,2017-03-10
1164,2017-03-11,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5,2017,3,276,Saturday,2017-03,2017,2017-03-11
1165,2017-03-12,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,2017,3,276,Sunday,2017-03,2017,2017-03-12
1166,2017-03-13,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0,2017,3,276,Monday,2017-03,2017,2017-03-13
1167,2017-03-14,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0,2017,3,276,Tuesday,2017-03,2017,2017-03-14
1168,2017-03-15,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0,2017,3,276,Wednesday,2017-03,2017,2017-03-15
1169,2017-03-16,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0,2017,3,276,Thursday,2017-03,2017,2017-03-16
1170,2017-03-17,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0,2017,3,276,Friday,2017-03,2017,2017-03-17
1171,2017-03-18,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0,2017,3,276,Saturday,2017-03,2017,2017-03-18
1172,2017-03-19,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0,2017,3,276,Sunday,2017-03,2017,2017-03-19
1173,2017-03-20,1.66,6.683,4.7,16.1,3.0,0.0,7.0,3.0,2017,3,276,Monday,2017-03,2017,2017-03-20
1174,2017-03-21,9.16,2.03,2.2,12.6,4.0,0.0,1.0,5.3,2017,3,276,Tuesday,2017-03,2017,2017-03-21
1175,2017-03-22,1.66,5.023,2.0,16.4,7.0,0.0,2.0,2.0,2017,3,276,Wednesday,2017-03,2017,2017-03-22
1176,2017-03-23,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5,2017,3,276,Thursday,2017-03,2017,2017-03-23
1177,2017-03-24,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3,2017,3,276,Friday,2017-03,2017,2017-03-24
1178,2017-03-25,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0,2017,3,276,Saturday,2017-03,2017,2017-03-25
1179,2017-03-26,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0,2017,3,276,Sunday,2017-03,2017,2017-03-26
1180,2017-03-27,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0,2017,3,276,Monday,2017-03,2017,2017-03-27
1181,2017-03-28,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0,2017,3,276,Tuesday,2017-03,2017,2017-03-28
1182,2017-03-29,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5,2017,3,276,Wednesday,2017-03,2017,2017-03-29
1183,2017-03-30,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0,2017,3,276,Thursday,2017-03,2017,2017-03-30
1184,2017-03-31,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0,2017,3,276,Friday,2017-03,2017,2017-03-31
1185,2017-04-01,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0,2017,4,276,Saturday,2017-04,2017,2017-04-01
1186,2017-04-02,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,2017,4,276,Sunday,2017-04,2017,2017-04-02
1187,2017-04-03,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,2017,4,276,Monday,2017-04,2017,2017-04-03
1188,2017-04-04,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5,2017,4,276,Tuesday,2017-04,2017,2017-04-04
1189,2017-04-05,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0,2017,4,276,Wednesday,2017-04,2017,2017-04-05
1190,2017-04-06,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0,2017,4,276,Thursday,2017-04,2017,2017-04-06
1191,2017-04-07,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0,2017,4,276,Friday,2017-04,2017,2017-04-07
1192,2017-04-08,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0,2017,4,276,Saturday,2017-04,2017,2017-04-08
1193,2017-04-09,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0,2017,4,276,Sunday,2017-04,2017,2017-04-09
1194,2017-04-10,8.66,1.363,1.05,27.5,1.0,0.0,4.0,4.0,2017,4,276,Monday,2017-04,2017,2017-04-10
1195,2017-04-11,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0,2017,4,276,Tuesday,2017-04,2017,2017-04-11
1196,2017-04-12,11.99,3.32,3.35,11.0,10.0,2.0,10.0,4.0,2017,4,276,Wednesday,2017-04,2017,2017-04-12
1197,2017-04-13,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0,2017,4,276,Thursday,2017-04,2017,2017-04-13
1198,2017-04-14,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0,2017,4,276,Friday,2017-04,2017,2017-04-14
1199,2017-04-15,11.67,1.472,4.0,27.25,1.0,0.0,15.0,5.2,2017,4,276,Saturday,2017-04,2017,2017-04-15
1200,2017-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,276,Sunday,2017-04,2017,2017-04-16
1201,2017-04-17,4.0,3.99,1.9,18.4,1.0,0.0,5.0,1.0,2017,4,276,Monday,2017-04,2017,2017-04-17
1202,2017-04-18,7.33,4.67,6.3,15.4,8.0,1.0,2.0,2.0,2017,4,276,Tuesday,2017-04,2017,2017-04-18
1203,2017-04-19,1.0,3.406,5.0,14.0,2.0,0.0,0.0,1.0,2017,4,276,Wednesday,2017-04,2017,2017-04-19
1204,2017-04-20,4.66,2.33,5.0,9.4,10.0,0.0,7.0,2.0,2017,4,276,Thursday,2017-04,2017,2017-04-20
1205,2017-04-21,3.67,2.34,2.4,29.0,3.0,0.0,1.875,3.0,2017,4,276,Friday,2017-04,2017,2017-04-21
1206,2017-04-22,2.64,4.66,2.8,19.0,7.0,1.0,1.0,2.0,2017,4,276,Saturday,2017-04,2017,2017-04-22
1207,2017-04-23,9.0,5.416,3.6,25.5,7.0,0.0,1.0,5.0,2017,4,276,Sunday,2017-04,2017,2017-04-23
1208,2017-04-24,9.33,3.81,8.0,13.15,9.0,0.0,1.0,5.0,2017,4,276,Monday,2017-04,2017,2017-04-24
1209,2017-04-25,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0,2017,4,276,Tuesday,2017-04,2017,2017-04-25
1210,2017-04-26,3.0,4.0,3.5,10.2,3.0,0.0,1.0,8.3,2017,4,276,Wednesday,2017-04,2017,2017-04-26
1211,2017-04-27,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0,2017,4,276,Thursday,2017-04,2017,2017-04-27
1212,2017-04-28,3.33,3.67,5.1,15.4,2.0,0.0,7.0,7.0,2017,4,276,Friday,2017-04,2017,2017-04-28
1213,2017-04-29,5.0,9.0,2.3,15.0,3.0,1.0,1.0,8.0,2017,4,276,Saturday,2017-04,2017,2017-04-29
1214,2017-04-30,1.0,4.046,2.3,18.0,2.0,0.0,12.0,2.0,2017,4,276,Sunday,2017-04,2017,2017-04-30
1215,2017-05-01,0.34,1.0,1.0,1.2,0.0,0.0,0.0,1.0,2017,5,276,Monday,2017-05,2017,2017-05-01
1216,2017-05-02,2.0,6.033,1.0,23.0,5.0,0.0,6.0,5.0,2017,5,276,Tuesday,2017-05,2017,2017-05-02
1217,2017-05-03,1.33,3.34,6.0,18.2,6.0,0.0,20.0,2.0,2017,5,276,Wednesday,2017-05,2017,2017-05-03
1218,2017-05-04,5.67,5.66,1.0,11.6,4.0,0.0,2.0,4.1,2017,5,276,Thursday,2017-05,2017,2017-05-04
1219,2017-05-05,2.34,5.33,1.15,6.6,8.0,0.0,12.0,3.0,2017,5,276,Friday,2017-05,2017,2017-05-05
1220,2017-05-06,7.33,2.363,4.4,14.0,4.0,0.0,0.0,6.0,2017,5,276,Saturday,2017-05,2017,2017-05-06
1221,2017-05-07,6.33,3.67,4.5,18.25,3.0,0.0,4.0,4.0,2017,5,276,Sunday,2017-05,2017,2017-05-07
1222,2017-05-08,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6,2017,5,276,Monday,2017-05,2017,2017-05-08
1223,2017-05-09,7.33,4.0,4.1,11.0,4.0,0.0,2.0,3.0,2017,5,276,Tuesday,2017-05,2017,2017-05-09
1224,2017-05-10,8.66,0.397,9.0,15.0,4.0,0.0,14.0,7.0,2017,5,276,Wednesday,2017-05,2017,2017-05-10
1225,2017-05-11,6.0,6.693,3.0,16.0,6.0,2.0,1.0,10.0,2017,5,276,Thursday,2017-05,2017,2017-05-11
1226,2017-05-12,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0,2017,5,276,Friday,2017-05,2017,2017-05-12
1227,2017-05-13,5.0,2.363,6.0,12.0,4.0,0.0,1.0,7.0,2017,5,276,Saturday,2017-05,2017,2017-05-13
1228,2017-05-14,4.67,2.076,2.85,31.5,6.0,0.0,5.0,2.1,2017,5,276,Sunday,2017-05,2017,2017-05-14
1229,2017-05-15,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0,2017,5,276,Monday,2017-05,2017,2017-05-15
1230,2017-05-16,2.33,5.66,1.5,16.2,2.0,0.0,6.0,7.0,2017,5,276,Tuesday,2017-05,2017,2017-05-16
1231,2017-05-17,6.34,4.84,0.0,9.0,5.0,0.0,0.0,2.0,2017,5,276,Wednesday,2017-05,2017,2017-05-17
1232,2017-05-18,3.33,5.01,4.0,28.2,4.0,0.0,0.0,3.0,2017,5,276,Thursday,2017-05,2017,2017-05-18
1233,2017-05-19,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0,2017,5,276,Friday,2017-05,2017,2017-05-19
1234,2017-05-20,3.99,4.713,0.25,16.4,5.0,0.0,6.0,6.0,2017,5,276,Saturday,2017-05,2017,2017-05-20
1235,2017-05-21,6.0,3.043,1.25,32.2,5.0,0.0,12.0,4.0,2017,5,276,Sunday,2017-05,2017,2017-05-21
1236,2017-05-22,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0,2017,5,276,Monday,2017-05,2017,2017-05-22
1237,2017-05-23,3.0,2.406,5.0,11.0,9.0,0.0,2.0,7.0,2017,5,276,Tuesday,2017-05,2017,2017-05-23
1238,2017-05-24,6.68,3.34,3.0,14.2,9.0,0.0,4.0,4.71,2017,5,276,Wednesday,2017-05,2017,2017-05-24
1239,2017-05-25,5.66,5.36,2.0,18.2,3.0,0.0,2.0,4.3,2017,5,276,Thursday,2017-05,2017,2017-05-25
1240,2017-05-26,2.34,3.67,5.0,29.0,4.0,0.0,8.0,2.0,2017,5,276,Friday,2017-05,2017,2017-05-26
1241,2017-05-27,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0,2017,5,276,Saturday,2017-05,2017,2017-05-27
1242,2017-05-28,1.99,6.243,2.45,11.19,2.0,0.0,0.0,3.0,2017,5,276,Sunday,2017-05,2017,2017-05-28
1243,2017-05-29,3.34,4.023,1.6,28.0,4.0,2.0,4.0,5.0,2017,5,276,Monday,2017-05,2017,2017-05-29
1244,2017-05-30,8.0,3.396,4.3,25.0,3.0,0.0,5.0,5.0,2017,5,276,Tuesday,2017-05,2017,2017-05-30
1245,2017-05-31,4.0,2.429,7.0,12.2,6.0,4.0,1.0,5.0,2017,5,276,Wednesday,2017-05,2017,2017-05-31
1246,2017-06-01,1.34,3.67,2.0,21.4,10.0,0.0,2.0,2.0,2017,6,276,Thursday,2017-06,2017,2017-06-01
1247,2017-06-02,2.33,4.0,4.0,17.4,9.0,1.0,5.0,3.0,2017,6,276,Friday,2017-06,2017,2017-06-02
1248,2017-06-03,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0,2017,6,276,Saturday,2017-06,2017,2017-06-03
1249,2017-06-04,7.0,1.747,2.25,23.4,3.0,1.0,5.0,4.0,2017,6,276,Sunday,2017-06,2017,2017-06-04
1250,2017-06-05,3.33,5.99,4.5,9.7,5.0,0.0,0.0,8.0,2017,6,276,Monday,2017-06,2017,2017-06-05
1251,2017-06-06,1.0,3.0,0.0,18.0,3.0,0.0,6.0,7.5,2017,6,276,Tuesday,2017-06,2017,2017-06-06
1252,2017-06-07,5.33,4.693,4.0,21.0,13.0,0.0,20.0,7.0,2017,6,276,Wednesday,2017-06,2017,2017-06-07
1253,2017-06-08,5.0,1.823,3.15,21.0,4.0,0.0,2.0,4.2,2017,6,276,Thursday,2017-06,2017,2017-06-08
1254,2017-06-09,1.33,4.09,3.1,10.0,2.0,0.0,0.0,6.0,2017,6,276,Friday,2017-06,2017,2017-06-09
1255,2017-06-10,9.0,7.01,4.0,15.0,2.0,0.0,7.0,3.0,2017,6,276,Saturday,2017-06,2017,2017-06-10
1256,2017-06-11,5.5,3.99,8.5,28.25,8.0,0.0,2.0,3.0,2017,6,276,Sunday,2017-06,2017,2017-06-11
1257,2017-06-12,4.34,3.34,1.0,13.6,3.0,0.0,13.0,12.0,2017,6,276,Monday,2017-06,2017,2017-06-12
1258,2017-06-13,2.99,3.023,3.0,8.0,9.0,0.0,0.0,9.1,2017,6,276,Tuesday,2017-06,2017,2017-06-13
1259,2017-06-14,1.33,1.33,1.0,9.0,6.0,3.0,5.0,3.0,2017,6,276,Wednesday,2017-06,2017,2017-06-14
1260,2017-06-15,3.0,4.33,3.15,15.0,10.0,0.0,5.0,6.5,2017,6,276,Thursday,2017-06,2017,2017-06-15
1261,2017-06-16,4.0,2.01,0.0,12.25,6.0,0.0,0.0,5.44,2017,6,276,Friday,2017-06,2017,2017-06-16
1262,2017-06-17,2.0,8.726,5.0,12.0,4.0,0.0,5.0,5.0,2017,6,276,Saturday,2017-06,2017,2017-06-17
1263,2017-06-18,4.0,7.34,1.1,26.6,2.0,0.0,12.0,3.33,2017,6,276,Sunday,2017-06,2017,2017-06-18
1264,2017-06-19,1.33,1.98,1.0,18.0,1.0,1.0,8.0,3.0,2017,6,276,Monday,2017-06,2017,2017-06-19
1265,2017-06-20,9.33,1.0,5.1,12.0,5.0,0.0,5.0,8.63,2017,6,276,Tuesday,2017-06,2017,2017-06-20
1266,2017-06-21,4.0,1.33,2.0,21.0,4.0,0.0,2.0,5.4,2017,6,276,Wednesday,2017-06,2017,2017-06-21
1267,2017-06-22,1.0,3.34,0.0,7.0,4.0,0.0,8.0,11.0,2017,6,276,Thursday,2017-06,2017,2017-06-22
1268,2017-06-23,1.0,1.34,2.0,16.0,5.0,0.0,0.0,1.2,2017,6,276,Friday,2017-06,2017,2017-06-23
1269,2017-06-24,5.0,3.65,6.0,32.0,8.0,1.0,0.0,1.0,2017,6,276,Saturday,2017-06,2017,2017-06-24
1270,2017-06-25,6.5,2.34,6.0,22.0,4.0,0.0,0.0,4.6,2017,6,276,Sunday,2017-06,2017,2017-06-25
1271,2017-06-26,7.68,3.033,6.25,10.0,11.0,0.0,0.0,3.0,2017,6,276,Monday,2017-06,2017,2017-06-26
1272,2017-06-27,4.0,3.32,6.0,13.5,9.0,0.0,3.0,6.0,2017,6,276,Tuesday,2017-06,2017,2017-06-27
1273,2017-06-28,4.0,4.033,4.5,18.0,7.0,0.0,5.0,3.0,2017,6,276,Wednesday,2017-06,2017,2017-06-28
1274,2017-06-29,4.0,3.67,6.0,17.0,1.0,0.0,21.0,5.0,2017,6,276,Thursday,2017-06,2017,2017-06-29
1275,2017-06-30,6.67,2.132,2.0,18.0,2.0,0.0,0.0,6.0,2017,6,276,Friday,2017-06,2017,2017-06-30
